Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),Gas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 07/23  19:00:00,108842823.452984,108842823.452984,4597200.,6729435.64866748,33399901.5013581 
 07/23  20:00:00,107457518.802057,107457518.802057,4597200.,7895470.90204711,33399901.5013581 
 07/23  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/23  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/23  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/23  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/24  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/24  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/24  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/24  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/24  05:00:00,70451117.9982322,70451117.9982322,4597200.,15443962.5330028,44533202.0018108 
 07/24  06:00:00,216175467.824036,216175467.824036,4597200.,11230446.3416,55180531.8783121 
 07/24  07:00:00,278888344.337962,278888344.337962,4597200.,32257857.6080432,95796493.4167736 
 07/24  08:00:00,508839812.678122,508839812.678122,4597200.,96660690.5880898,204227663.759169 
 07/24  09:00:00,491525812.414995,491525812.414995,4597200.,96660690.5880898,174055806.616312 
 07/24  10:00:00,496073458.792199,496073458.792199,4597200.,96660690.5880898,167093070.352576 
 07/24  11:00:00,521131730.053002,521131730.053002,13653548.1461073,96660690.5880898,174055806.616312 
 07/24  12:00:00,538519482.736244,538519482.736244,23375077.3432813,96660690.5880898,177667514.306075 
 07/24  13:00:00,565665604.512514,565665604.512514,23312811.294688,96660690.5880898,179858086.836092 
 07/24  14:00:00,572019243.612495,572019243.612495,17819934.4968,96660690.5880898,167093070.352576 
 07/24  15:00:00,588646181.564464,588646181.564464,13268662.5281684,96660690.5880898,167093070.352576 
 07/24  16:00:00,588973333.360245,588973333.360244,18004486.848022,96660690.5880898,177537174.74818 
 07/24  17:00:00,460007958.715637,460007958.715637,13199246.447905,53700383.6600498,140923939.573165 
 07/24  18:00:00,308639222.425136,308639222.425136,8798036.81021176,32317299.1973888,69106004.4057846 
 07/24  19:00:00,272507611.433622,272507611.433622,8723262.65411677,34389878.1891563,59822356.0541363 
 07/24  20:00:00,279775662.601906,279775662.601906,8714463.14010238,27302827.8427063,59822356.0541363 
 07/24  21:00:00,268947309.197819,268947309.197819,4597200.,27302827.8427063,55180531.8783121 
 07/24  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 07/24  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 07/24  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 07/25  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/25  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/25  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/25  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/25  05:00:00,70838102.8383602,70838102.8383602,4597200.,15830927.3450227,44533202.0018108 
 07/25  06:00:00,225220212.532813,225220212.532813,4597200.,12582498.9645942,55180531.8783121 
 07/25  07:00:00,277357966.253686,277357966.253686,4597200.,33407577.3915914,95796493.4167736 
 07/25  08:00:00,520316030.864507,520316030.864507,4597200.,96698318.0001031,204227663.759169 
 07/25  09:00:00,509003431.753376,509003431.753376,8992346.1977197,96660690.5880898,174055806.616312 
 07/25  10:00:00,526177068.583775,526177068.583775,17857196.1171751,96660690.5880898,167093070.352576 
 07/25  11:00:00,534650466.909432,534650466.909432,18175798.6141418,96660690.5880898,174055806.616312 
 07/25  12:00:00,488886747.347959,488886747.347959,23814989.6418622,96660690.5880898,177667514.306075 
 07/25  13:00:00,525955490.87428,525955490.87428,25377788.2502357,96660690.5880898,179858086.836092 
 07/25  14:00:00,536218968.732466,536218968.732466,15433995.8204626,96660690.5880898,167093070.352576 
 07/25  15:00:00,531790818.609224,531790818.609224,17607856.5609573,96660690.5880898,167093070.352576 
 07/25  16:00:00,544450315.287464,544450315.287464,18084595.7224875,96660690.5880898,177537174.74818 
 07/25  17:00:00,416083244.854484,416083244.854484,13090521.0000791,53700383.6600498,140923939.573165 
 07/25  18:00:00,271278927.572627,271278927.572627,8765149.39933583,32354929.0777446,69106004.4057846 
 07/25  19:00:00,257293904.298071,257293904.298071,8689627.6250065,34280138.0793048,59822356.0541363 
 07/25  20:00:00,259856322.626349,259856322.626349,4597200.,27302827.8427063,59822356.0541363 
 07/25  21:00:00,245071601.033584,245071601.033584,8654430.23828078,27302827.8427063,55180531.8783121 
 07/25  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 07/25  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 07/25  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 07/26  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/26  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/26  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/26  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/26  05:00:00,70178140.375329,70178140.375329,4597200.,15171043.8463101,44533202.0018108 
 07/26  06:00:00,183040234.435037,183040234.435037,4597200.,11062586.3586974,55180531.8783121 
 07/26  07:00:00,265398570.045383,265398570.045383,4597200.,32220230.1960299,95796493.4167736 
 07/26  08:00:00,495118386.349783,495118386.349783,4597200.,96660690.5880898,204227663.759169 
 07/26  09:00:00,488724622.012135,488724622.012135,8975901.55946527,96660690.5880898,174055806.616312 
 07/26  10:00:00,488691725.082731,488691725.082731,16311125.6058793,96660690.5880898,167093070.352576 
 07/26  11:00:00,486332319.794771,486332319.794771,19811004.9628385,96660690.5880898,174055806.616312 
 07/26  12:00:00,483051530.952645,483051530.952645,23372425.22392,96660690.5880898,177667514.306075 
 07/26  13:00:00,504549302.064749,504549302.064749,23307028.2678925,96660690.5880898,179858086.836092 
 07/26  14:00:00,497518725.544523,497518725.544523,17828733.1950229,96660690.5880898,167093070.352576 
 07/26  15:00:00,491438734.392027,491438734.392027,13267260.3831903,96660690.5880898,167093070.352576 
 07/26  16:00:00,491386287.802798,491386287.802798,18001549.5533279,96660690.5880898,177537174.74818 
 07/26  17:00:00,362810183.267767,362810183.267767,13197463.5438245,53700383.6600498,140923939.573165 
 07/26  18:00:00,236418678.426231,236418678.426231,11958019.591051,32277673.11672,69106004.4057846 
 07/26  19:00:00,222128772.575017,222128772.575017,5592304.44372254,34352250.777143,59822356.0541363 
 07/26  20:00:00,247724440.939641,247724440.939641,8717025.68958921,27302827.8427063,59822356.0541363 
 07/26  21:00:00,248919875.38988,248919875.38988,4597200.,27302827.8427063,55180531.8783121 
 07/26  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 07/26  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 07/26  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 07/27  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/27  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/27  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/27  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/27  05:00:00,70245973.4776625,70245973.4776626,4597200.,15238856.9271628,44533202.0018108 
 07/27  06:00:00,176505050.772282,176505050.772282,4597200.,11057639.0164872,55180531.8783121 
 07/27  07:00:00,282172996.073362,282172996.073362,4597200.,32232772.666701,95796493.4167736 
 07/27  08:00:00,503189155.276317,503189155.276317,4597200.,96660690.5880898,204227663.759169 
 07/27  09:00:00,470115306.221638,470115306.221638,8991295.46699812,96660690.5880898,174055806.616312 
 07/27  10:00:00,478698436.826201,478698436.826201,17853766.5405222,96660690.5880898,167093070.352576 
 07/27  11:00:00,497075694.150708,497075694.150708,18171751.7274097,96660690.5880898,174055806.616312 
 07/27  12:00:00,502381896.91912,502381896.919121,23375334.0448828,96660690.5880898,177667514.306075 
 07/27  13:00:00,524347315.474634,524347315.474634,25021170.1479176,96660690.5880898,179858086.836092 
 07/27  14:00:00,521303652.973393,521303652.973393,16188222.9764469,96660690.5880898,167093070.352576 
 07/27  15:00:00,531516456.363566,531516456.363566,15961635.1250913,96660690.5880898,167093070.352576 
 07/27  16:00:00,546994511.562753,546994511.562753,19755397.1253216,96660690.5880898,177537174.74818 
 07/27  17:00:00,420253338.865454,420253338.865454,13089094.8775986,53700383.6600498,140923939.573165 
 07/27  18:00:00,271638800.07717,271638800.07717,8764585.8000108,32329842.4908408,69106004.4057846 
 07/27  19:00:00,241682083.108345,241682083.108345,8691412.8358385,35538443.0687731,59822356.0541363 
 07/27  20:00:00,252768767.127938,252768767.127937,4597200.,27302827.8427063,59822356.0541363 
 07/27  21:00:00,244828315.532094,244828315.532094,8661206.52519723,27302827.8427063,55180531.8783121 
 07/27  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 07/27  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 07/27  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 07/28  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/28  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/28  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/28  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/28  05:00:00,75508278.1743969,75508278.1743969,4597200.,15790939.1810595,44533202.0018108 
 07/28  06:00:00,184271939.601644,184271939.601644,4597200.,11939134.6442674,55180531.8783121 
 07/28  07:00:00,262657145.837989,262657145.837989,4597200.,32257857.6080432,95796493.4167736 
 07/28  08:00:00,520110220.136762,520110220.136762,4597200.,96660690.5880898,204227663.759169 
 07/28  09:00:00,514550869.268449,514550869.268449,8971633.41492843,96660690.5880898,174055806.616312 
 07/28  10:00:00,476203947.196102,476203947.196102,13437455.7748378,96660690.5880898,167093070.352576 
 07/28  11:00:00,505368183.907343,505368183.907343,22717937.9142092,96660690.5880898,174055806.616312 
 07/28  12:00:00,530659194.584344,530659194.584344,23364461.5391456,96660690.5880898,177667514.306075 
 07/28  13:00:00,552427783.221574,552427783.221574,23298122.7129962,96660690.5880898,179858086.836092 
 07/28  14:00:00,528336649.619419,528336649.619419,17802160.3317234,96660690.5880898,167093070.352576 
 07/28  15:00:00,532985344.777483,532985344.777483,13265571.1598596,96660690.5880898,167093070.352576 
 07/28  16:00:00,527432398.661453,527432398.661453,18002281.142396,96660690.5880898,177537174.74818 
 07/28  17:00:00,398766123.033934,398766123.033934,13196116.9989336,53700383.6600498,140923939.573165 
 07/28  18:00:00,259697544.590156,259697544.590156,8768864.83200311,32354929.0777446,69106004.4057846 
 07/28  19:00:00,229937349.916302,229937349.916301,8724056.07235734,34584620.7340056,59822356.0541363 
 07/28  20:00:00,261010170.9705,261010170.9705,8716594.50155205,27302827.8427063,59822356.0541363 
 07/28  21:00:00,250080504.717101,250080504.717101,4597200.,27302827.8427063,55180531.8783121 
 07/28  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
 07/28  23:00:00,92454692.4766817,92454692.4766817,4597200.,6825706.96067657,55180531.8783121 
 07/28  24:00:00,72339865.2674801,72339865.26748,4597200.,7915463.67251137,44533202.0018108 
 07/29  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/29  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/29  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/29  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/29  05:00:00,56125375.2669038,56125375.2669038,4597200.,7714708.32142596,33399901.5013581 
 07/29  06:00:00,183299131.13708,183299131.13708,4597200.,11116113.4359512,55180531.8783121 
 07/29  07:00:00,222932775.876518,222932775.876518,4597200.,10752619.2026811,73747828.5816088 
 07/29  08:00:00,275447348.532821,275447348.532821,4597200.,32220230.1960299,85222049.4632748 
 07/29  09:00:00,287656347.78058,287656347.78058,4597200.,32220230.1960299,93345241.7709671 
 07/29  10:00:00,268428257.242339,268428257.242339,4597200.,32220230.1960299,89863873.6390989 
 07/29  11:00:00,275003442.234144,275003442.234144,4597200.,32220230.1960299,97987065.9467912 
 07/29  12:00:00,227380003.567705,227380003.567705,8749715.72598828,16110115.098015,72652542.3166 
 07/29  13:00:00,218928294.427227,218928294.427227,8742001.54113608,16110115.098015,63368893.9649517 
 07/29  14:00:00,216002662.83232,216002662.83232,4597200.,16110115.098015,57566613.7451715 
 07/29  15:00:00,214521281.759356,214521281.759356,8681306.00850288,16110115.098015,52924789.5693473 
 07/29  16:00:00,210891576.08849,210891576.08849,4597200.,16110115.098015,54085245.6133033 
 07/29  17:00:00,165970399.339195,165970399.339195,4597200.,5370038.36600498,48348135.1724704 
 07/29  18:00:00,127541156.879737,127541156.879737,4597200.,5392488.17962409,41385398.9087341 
 07/29  19:00:00,120441415.180474,120441415.180474,4597200.,6718720.92824464,33399901.5013581 
 07/29  20:00:00,71353695.138185,71353695.138185,4597200.,7915463.67251137,33399901.5013581 
 07/29  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/29  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/29  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/29  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/30  01:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/30  02:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/30  03:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/30  04:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/30  05:00:00,56326130.6179892,56326130.6179892,4597200.,7915463.67251137,33399901.5013581 
 07/30  06:00:00,48612006.1728391,48612006.1728391,4597200.,6205382.22038913,41385398.9087341 
 07/30  07:00:00,47790661.9803616,47790661.9803616,4597200.,5384671.2484546,41385398.9087341 
 07/30  08:00:00,79964266.1457597,79964266.1457597,4597200.,5370038.36600498,41385398.9087341 
 07/30  09:00:00,96758181.3021369,96758181.3021369,4597200.,5370038.36600498,41385398.9087341 
 07/30  10:00:00,125776833.81183,125776833.81183,4597200.,5370038.36600498,41385398.9087341 
 07/30  11:00:00,139813400.477908,139813400.477908,4597200.,5370038.36600498,41385398.9087341 
 07/30  12:00:00,125364867.244714,125364867.244714,4597200.,5370038.36600498,41385398.9087341 
 07/30  13:00:00,136488594.189071,136488594.189071,4597200.,5370038.36600498,41385398.9087341 
 07/30  14:00:00,142001187.92448,142001187.92448,4597200.,5370038.36600498,41385398.9087341 
 07/30  15:00:00,120004059.628499,120004059.628499,4597200.,5370038.36600498,41385398.9087341 
 07/30  16:00:00,132157242.190632,132157242.190632,4597200.,5370038.36600498,41385398.9087341 
 07/30  17:00:00,141385403.463711,141385403.463711,4597200.,5370038.36600498,41385398.9087341 
 07/30  18:00:00,110806885.947774,110806885.947774,4597200.,6279072.88521995,33399901.5013581 
 07/30  19:00:00,92156967.8354055,92156967.8354055,4597200.,7428601.48919216,33399901.5013581 
 07/30  20:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/30  21:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/30  22:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/30  23:00:00,71353768.1179892,71353768.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/30  24:00:00,61036294.1179892,61036294.1179892,4597200.,7915463.67251137,33399901.5013581 
 07/31  01:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/31  02:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/31  03:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/31  04:00:00,72340000.9157607,72340000.9157607,4597200.,7915463.67251137,44533202.0018108 
 07/31  05:00:00,75548266.3383602,75548266.3383602,4597200.,15830927.3450227,44533202.0018108 
 07/31  06:00:00,181924298.281576,181924298.281576,4597200.,12438107.6355568,55180531.8783121 
 07/31  07:00:00,253515766.934789,253515766.934789,4597200.,32257857.6080432,95796493.4167736 
 07/31  08:00:00,506906180.539008,506906180.539008,4597200.,96660690.5880898,204227663.759169 
 07/31  09:00:00,473465485.039642,473465485.039642,4597200.,96660690.5880898,174055806.616312 
 07/31  10:00:00,494800674.617599,494800674.617599,4597200.,96660690.5880898,167093070.352576 
 07/31  11:00:00,521637833.622692,521637833.622692,13641812.7204573,96660690.5880898,174055806.616312 
 07/31  12:00:00,527788639.315649,527788639.315649,23395217.6936905,96660690.5880898,177667514.306075 
 07/31  13:00:00,574154857.409571,574154857.409571,23287459.0492604,96660690.5880898,179858086.836092 
 07/31  14:00:00,560950727.612236,560950727.612236,17797602.1382934,96660690.5880898,167093070.352576 
 07/31  15:00:00,535687131.805198,535687131.805198,13262088.3578242,96660690.5880898,167093070.352576 
 07/31  16:00:00,526858042.46023,526858042.46023,18008230.6911644,96660690.5880898,177537174.74818 
 07/31  17:00:00,386865298.650249,386865298.650249,13194937.0354709,53700383.6600498,140923939.573165 
 07/31  18:00:00,240309866.026163,240309866.026163,8767971.82695959,32693031.9093726,69106004.4057846 
 07/31  19:00:00,223313485.002234,223313485.002234,8707955.68465837,39853600.0769008,59822356.0541363 
 07/31  20:00:00,230805975.322795,230805975.322795,8714323.01338378,27302827.8427063,59822356.0541363 
 07/31  21:00:00,226748799.880571,226748799.880571,4597200.,27302827.8427063,55180531.8783121 
 07/31  22:00:00,99285849.1003389,99285849.1003388,4597200.,13651413.9213531,55180531.8783121 
